username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
@MinEconomia;2019-05-22 13:34;66;319;""A primeira grande vantagem do sistema de capitalização é a seguinte: levamos dinheiro para o futuro. Vamos acelerar o crescimento econômico pq o jovem vai economizar recursos. Esse dinheiro vai ser aplicado. O Brasil vai crescer mais rápido", explicou Paulo Guedes.";;;;"1131191541207371777";https://twitter.com/MinEconomia/status/1131191541207371777
@_rafaelcoimbra;2019-05-21 14:46;16;163;"A Inteligência Artificial pode estimular a economia brasileira e até gerar empregos. Mas também pode amplificar a desigualdade social. É o que revela uma pesquisa feita pela Microsoft em parceria com a FGV. Comento daqui a pouco, 13h, no @estudioi @gloobonews";;@estudioi @gloobonews;;"1130847224873799682";https://twitter.com/_rafaelcoimbra/status/1130847224873799682
@ArthurLulaM;2019-05-22 14:06;16;154;"O terraplanismo da economia brasileira é achar que redução de juro é política industrial e de desenvolvimento.";;;;"1131199597974609923";https://twitter.com/ArthurLulaM/status/1131199597974609923
@revistapiaui;2019-05-22 15:00;54;145;"Na balança de exportações brasileiras, um Xi Jinping – primeiro-ministro chinês – vale mais que dois Trumps. A piauí mostra, em comparações visuais, o tamanho dos negócios do Brasil com seu maior parceiro. pic.twitter.com/76u0YKOWtm";;;;"1131213125431300099";https://twitter.com/revistapiaui/status/1131213125431300099
@PatoCorporation;2019-05-21 16:04;33;138;"A dívida do Brasil hj é aprox. 4 tri de reais, metade juros p bancos. Brasil tem hj 1,5 tri em reservas cambiais, 1,3 trilhões estocados no Tesouro pela PEC d Gastos, $q não pode ser usado pq é garantia p bancos, e 1,2 tri no Banco Central p remunerar sobra de caixa de banco";;;;"1130867089290473472";https://twitter.com/PatoCorporation/status/1130867089290473472
@MarcioPochmann;2019-05-22 18:37;58;128;"Na crise brasileira, a desigualdade de renda aumentou, indicando que os ganhos no andar de cima da sociedade ocorreram a partir das perdas efetivadas na base da pirâmide social, diferente dos anos 2000, quando todos ganhavam, sobretudo mais os pobres com o crescimento econômico.";;;;"1131267954853797893";https://twitter.com/MarcioPochmann/status/1131267954853797893
@TheInterceptBr;2019-05-20 22:17;27;128;"Não é só a crise que é severa. A retomada após a queda do PIB em 2015 e 2016 tem sido a mais lenta da história. Mas o que está acontecendo com a economia brasileira? Quais são os motivos desse atoleiro?https://interc.pt/2EjiM0u por @AFS_Andrada";;@AFS_Andrada;;"1130598376175747072";https://twitter.com/TheInterceptBr/status/1130598376175747072
@Jufuller1;2019-05-22 19:27;68;119;"Uma manifestação legítima, pacífica e ordenada. O povo tem pressa de crescimento econômico e sede de justiça pra todos. -reforma da previdência -anticrime - CPI da lava toga #Dia26BrasilNaRuashttps://twitter.com/AleGZahra80/status/1131246000746708992 …";;;#Dia26BrasilNaRuashttps;"1131280439945994240";https://twitter.com/Jufuller1/status/1131280439945994240
@alvarodias_;2019-05-22 17:16;13;117;"“O Brasil desperdiça oportunidades preciosas ao perder investimentos e possibilidades de crescimento econômico por causa corrupção”, afirmou Alvaro Dias a uma plateia de cerca de 300 legisladores municipais. #ADComunicação https://www.alvarodias.com.br/2019/05/22/alvaro-dias-ressalta-impacto-negativo-da-corrupcao-para-economia-brasileira/ … via @alvarodias_";;@alvarodias_;#ADComunicação;"1131247585077936128";https://twitter.com/alvarodias_/status/1131247585077936128
@alvarodias_;2019-05-20 23:04;23;116;"O senador Alvaro Dias expõe preocupação com os resultados negativos da economia brasileira. #ADComunicação #PodemosNoSenadopic.twitter.com/AgkqzSM9Ia";;;#ADComunicação #PodemosNoSenadopic;"1130610295565639684";https://twitter.com/alvarodias_/status/1130610295565639684
@yadjuly;2019-05-22 13:06;30;114;"Miriam Leitão é uma piada mesmo. Vergonha Nacional. Ela conseguiu um feito enorme. A única economista que, não acrescenta em absolutamente nada no que se refere à economia brasileira. Ao contrário só tem voz pq tem a imprensa. Se tirar a imprensa dele, vai no esquecimento. pic.twitter.com/QGkSHp9UlE";;;;"1131184635680043009";https://twitter.com/yadjuly/status/1131184635680043009
@MinEconomia;2019-05-21 16:00;24;105;"Com exportações de US$4,526 bilhões e importações de US$3,210 bilhões, na terceira semana de maio de 2019, a #BalançaComercial brasileira teve superávit de US$1,316 bilhão. No mês, o saldo positivo é de US$3,711 bilhões. http://bit.ly/2YziDxo pic.twitter.com/0X0WzXeDmX";;;#BalançaComercial;"1130865837726949376";https://twitter.com/MinEconomia/status/1130865837726949376
@Globo_Rural;2019-05-22 17:15;19;102;"A Ásia respondeu por 19,3% do total das exportações brasileiras do grão no primeiro quadrimestre https://glo.bo/2YEuHxx";;;;"1131247098211573761";https://twitter.com/Globo_Rural/status/1131247098211573761
@folha;2019-05-20 20:42;9;71;"Arte pode contribuir para economia brasileira, mas carece de política pública https://www1.folha.uol.com.br/seminariosfolha/2019/05/arte-pode-contribuir-para-economia-brasileira-mas-carece-de-politica-publica.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha …";;;;"1130574423155720192";https://twitter.com/folha/status/1130574423155720192
@MInfraestrutura;2019-05-21 18:26;11;56;"A @AbdibOficial é uma entidade privada sem fins lucrativos e tem como uma de suas principais missões contribuir para o crescimento econômico e o desenvolvimento social do Brasil por meio de investimento em infraestrutura e indústrias de base. pic.twitter.com/WQp1j8rutr";;@AbdibOficial;;"1130902653532291072";https://twitter.com/MInfraestrutura/status/1130902653532291072
@msantoro1978;2019-05-20 20:05;25;56;"Com a relação a 2014, eis o desempenho de alguns dos principais setores da economia brasileira: Construção civil: - 27% Indústria: - 16,7% Serviços: -11,7% Varejo: -5,8% É a recuperação econômica mais lenta da história do Brasil. https://economia.estadao.com.br/noticias/geral,cinco-anos-apos-o-inicio-da-recessao-nenhum-setor-voltou-ao-nivel-pre-crise,70002835508?utm_source=twitter:newsfeed&utm_medium=social-organic&utm_campaign=redes-sociais:052019:e&utm_content=:::&utm_term= …";;;;"1130565233754476544";https://twitter.com/msantoro1978/status/1130565233754476544
@SFLBrasil;2019-05-21 20:05;7;53;"A capitalização da previdência nos traria: 1 - Crescimento econômico; 2 - O fim do problema da dívida pública; 3 - Estabilidade para a aposentadoria do brasileiro… 4 - O caminho da previdência mais sustentável do mundo! Leia o artigo p/ entender: http://bit.ly/2HwQvUH";;;;"1130927523838210049";https://twitter.com/SFLBrasil/status/1130927523838210049
@folha;2019-05-22 18:30;4;40;"Ilona Szabó de Carvalho | A retomada do espaço cívico; não há crescimento econômico que justifique retrocessos (por @IlonaSzaboC)https://www1.folha.uol.com.br/colunas/ilona-szabo/2019/05/a-retomada-do-espaco-civico.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha …";;@IlonaSzaboC;;"1131265973246484480";https://twitter.com/folha/status/1131265973246484480
@duarteluiza_;2019-05-22 03:32;15;37;"#MouraoNaChina Perguntei sobre preocupação com a #Huawei e como economia brasileira pode ser afetada por fazer trocar tardia por 5G. Sistema está em teste na China e outros países, uso comercial começa esse ano, mas Brasil só deve adotar nova geração de conexão à internet em 2021 https://twitter.com/UOLNoticias/status/1130910235978293249 …";;;#MouraoNaChina #Huawei;"1131040232873181186";https://twitter.com/duarteluiza_/status/1131040232873181186
@BlogdoMiro;2019-05-21 01:58;13;31;"Boletim Focus, editado pelo Banco Central, reduz pela 12ª vez seguida a projeção para a expansão do Produto Interno Bruto (PIB). Desta vez, a estimativa caiu de 1,45% para 1,24% este ano. E ainda têm bolsominions convocando ato em apoio ao destruidor do Brasil. Haja masoquismo!";;;;"1130653970228219905";https://twitter.com/BlogdoMiro/status/1130653970228219905
@ref_solidaria;2019-05-21 20:50;22;29;"Desigualdade de renda dos trabalhadores atingiu maior nível em sete anos! É possível reverter esse cenário com a #ReformaSolidária, que propõe impostos mais justos para combater a desigualdade e incentivar o crescimento econômico. https://www.valor.com.br/brasil/6265973/desigualdade-de-renda-sobe-pelo-17-trimestre-e-e-recorde …";;;#ReformaSolidária;"1130938893556244487";https://twitter.com/ref_solidaria/status/1130938893556244487
@AnaliseEnergia;2019-05-22 20:49;5;29;"Petrobras decidiu reduzir fatia na BR para abaixo de 50%, o que na prática significa uma desestatização da empresa de distribuição de combustíveis em meio ao plano de desinvestimentos da petroleira https://br.reuters.com/article/businessNews/idBRKCN1SS2RY-OBRBS … $PBR #PETR4 via @robertosamora";;@robertosamora;#PETR4;"1131301155789778946";https://twitter.com/AnaliseEnergia/status/1131301155789778946
@Direita_Network;2019-05-21 14:51;10;24;"A extrema-imprensa está contra o governo, por isso, informe-se diretamente em fonte primária: Paulo Guedes fala sobre reforma da Previdência, previsões sobre crescimento econômico e geração de empregos #NordesteComBolsonaro https://www.youtube.com/watch?v=XWM0P7waljA&fbclid=IwAR2bN3x2-4Vc8-ITKeyGqjlVSZdkMvqjU8n8LiMEOSxb3kP5c8_bjm3a8VE …";;;#NordesteComBolsonaro;"1130848641160286208";https://twitter.com/Direita_Network/status/1130848641160286208
@tradersclubbr;2019-05-22 20:25;1;22;"$PETR4: PETROBRAS PRETENDE REDUZIR PARTICIPAÇÃO ATUAL NA BR DISTRIBUIDORA VIA OFERTA DE AÇÕES. pic.twitter.com/Jh8ZmJqfit";;;;"1131295105191751680";https://twitter.com/tradersclubbr/status/1131295105191751680
@movimentopoema;2019-05-22 02:49;4;19;"Existe uma total esquizofrenia dos economistas alinhados ao mercado. Constata-se que a economia brasileira caminha para um quadro de depressão por falta de consumo e de investimentos públicos. https://www1.folha.uol.com.br/mercado/2019/05/brasil-oscila-entre-a-estagnacao-e-a-depressao-avaliam-economistas.shtml?utm_source=facebook&utm_medium=social&utm_campaign=compfb&fbclid=IwAR3Rw-Jn5ha37Z8YSKdIVlRRktdhx7OqZrRCF7IeeS3yZ8qa7Sp3xBwDp14 …";;;;"1131029251308830721";https://twitter.com/movimentopoema/status/1131029251308830721
@AlexandreWebr;2019-05-22 17:49;0;13;"O Frota falou que passa tudo e a cessão onerosa vai no pacote. Segura PETR4";;;;"1131255904131780608";https://twitter.com/AlexandreWebr/status/1131255904131780608
@luisnassif;2019-05-22 14:46;6;11;"Porque a Economia Brasileira não tem um Crescimento Sustentado em longo prazo (I), por Fernando Nogueira da Costa https://jornalggn.com.br/analise/porque-a-economia-brasileira-nao-tem-um-crescimento-sustentado-em-longo-prazo-i-por-fernando-nogueira-da-costa/ …pic.twitter.com/n094yAgZQI";;;;"1131209839890358273";https://twitter.com/luisnassif/status/1131209839890358273
@tradersclubbr;2019-05-22 17:21;1;11;"Veja o novo Trade Idea de $PETR4 que acabou de sair no TC! Junte-se agora a maior comunidade de investidores do mercado financeiro brasileiro! https://tradersclub.com.br/tradeideas/xandeaurani/rirzb1ugtjr1bc9ayd1xe6csta …";;;;"1131248615673012224";https://twitter.com/tradersclubbr/status/1131248615673012224
@leiamoneytimes;2019-05-22 23:13;3;10;"#PETR3 #PETR4 Petrobras decide ter menos de 50% da BR Distribuidora https://moneytimes.com.br/petrobras-decide-ter-menos-de-50-da-br-distribuidora/ …";;;#PETR3 #PETR4;"1131337381632794625";https://twitter.com/leiamoneytimes/status/1131337381632794625
@CapivaraTrader;2019-05-22 15:59;0;9;"PETR4 vira Hoje? f27 to no preju..quero um gain bao! #Pás";;;#Pás;"1131228165555261440";https://twitter.com/CapivaraTrader/status/1131228165555261440
@tradersclubbr;2019-05-22 13:00;1;7;"$MGLU3: Magazine Luiza: Venda de celulares está “espetacular”, diz executivo (Money Times) https://moneytimes.com.br/magazine-luiza-venda-de-celulares-esta-espetacular-diz-executivo/ …";;;;"1131183150925844481";https://twitter.com/tradersclubbr/status/1131183150925844481
@alePensel;2019-05-22 22:11;1;6;"PBR | Petroleo Brasileiro (Weekly) $PBR #PBR #BOVESPA #PETR4 pic.twitter.com/g9uJ47RzSg";;;#PBR #BOVESPA #PETR4;"1131321831829458945";https://twitter.com/alePensel/status/1131321831829458945
@clubedopairico;2019-05-22 16:28;1;6;"Olha a PETR4 na máxima do dia !!";;;;"1131235406165532672";https://twitter.com/clubedopairico/status/1131235406165532672
@NunoCarrilho7;2019-05-22 18:13;4;5;"Direitos humanos, criação de empregos, crescimento econômico? Onde, exactamente? Deve ser lá para o lado, dos vossos familiares e amigos. E o crescimento económico, será de certas contas bancárias! Daqueles que não vão pagar, os empréstimos bancários de milhões de euros. Lol https://twitter.com/nestrangeiro_pt/status/1131254738790625284 …";;;;"1131261900493328384";https://twitter.com/NunoCarrilho7/status/1131261900493328384
@CNI_br;2019-05-20 20:57;1;5;"O economista da CNI Marcelo Azevedo explica o que significa o Índice de Confiança do Empresário Industrial para o Brasil e para a economia, que caiu pelo quarto mês consecutivo. Assista ao vídeo e entenda! #ICEIpic.twitter.com/83ZSrv90Vb";;;#ICEIpic;"1130578237371891717";https://twitter.com/CNI_br/status/1130578237371891717
@sunoresearch;2019-05-22 15:39;0;5;"Banco Central: Recuperação econômica do Brasil foi interrompida https://www.sunoresearch.com.br/noticias/banco-central-recuperacao-interrompida/ …";;;;"1131223039683829760";https://twitter.com/sunoresearch/status/1131223039683829760
@FortunaraInvest;2019-05-22 10:37;1;5;"Morning call Minério de ferro (Dalian): +3,41% Oil BRENT: -0,57% Oil WTI: -1,01% Exterior: Asia: (fechado) Europa: (aberto) Tio Sam: (futuros) **Horário que os dados foram coletados 07h37 Bom dia e bons negócios! #IBOV $IBOV #PETR4 #VALE3";;;#IBOV #PETR4 #VALE3;"1131147175482789888";https://twitter.com/FortunaraInvest/status/1131147175482789888
@lucasc720;2019-05-21 18:12;1;4;"O que mais tem é corrente stalinista, inclusive no Brasil, que coloca o fato da URSS ter sido uma força preponderante para a derrota do nazismo como um dos grandes feitos de Stalin, além da industrialização da URSS já no fim da década de 30 e década de 40.";;;;"1130899143315066881";https://twitter.com/lucasc720/status/1130899143315066881
@daltozo;2019-05-22 01:12;0;4;"Exportações para a China estão sim aumentando, o que é favorável para as produtoras brasileiras de proteína. O impacto é incerto pois a profundidade e a magnitude da febre suína africana no mercado mundial de proteínas ainda é imensurável. Uma normalização poderá levar anos.";;;;"1131004937884901376";https://twitter.com/daltozo/status/1131004937884901376
@franciscojr_go;2019-05-21 23:02;1;3;"Ação importante para ampliar as oportunidades de emprego para a população, e alavancar a industrialização em nossa região. #Atuação #Empregos #Industria #Goiás #FranciscoJr #PolíticaDoNossoJeito";;;#Atuação #Empregos #Industria #Goiás #FranciscoJr #PolíticaDoNossoJeito;"1130972207704891395";https://twitter.com/franciscojr_go/status/1130972207704891395
@enioalmeida;2019-05-20 23:26;0;3;"Para atrair uma nova gama de clientes, incluindo pessoas que não possuem conta bancária, o Itaú apresentou sua nova estratégia: o Iti. Se trata de uma plataforma de pagamentos para estabelecimentos comerciais e/ou… https://www.instagram.com/p/Bxs-WzqlDKb/?igshid=hzt2v9thyym7 …";;;;"1130615704510697472";https://twitter.com/enioalmeida/status/1130615704510697472
@Ary_AntiPT;2019-05-21 14:39;2;3;"Isso é péssimo para o Brasil, pois os 47 brasileiros mantém mais de 86 Bilhões de dólares na Áustria segundo o Banco Central do @jairbolsonaro . O @BancodoBrasil é o Maior credor deles.https://twitter.com/exame/status/1130843356039385088 …";;@jairbolsonaro @BancodoBrasil;;"1130845482035453952";https://twitter.com/Ary_AntiPT/status/1130845482035453952
@InvestingBrasil;2019-05-22 21:20;0;3;"PETROBRAS MINORITÁRIA NA BR Petrobras fará follow-on e terá menos de 50% de sua subsidiária - https://invst.ly/au-hp #PETR3 #PETR4 $PBR #BRDT3";;;#PETR3 #PETR4 #BRDT3;"1131308782141808640";https://twitter.com/InvestingBrasil/status/1131308782141808640
@alePensel;2019-05-22 22:00;0;3;"iBOV | Futuro do índice Bovespa $IBOV #IBOV #BOVESPA #BRASILpic.twitter.com/jfyTIecX9d";;;#IBOV #BOVESPA #BRASILpic;"1131318903697760256";https://twitter.com/alePensel/status/1131318903697760256
@boladone;2019-05-21 18:42;1;2;"é complicado falar em PIB regional e menosprezar o nordeste, a região foi o berço do país e o sustentou por 400 anos, depois foi jogada pra escanteio e na industrialização foi boicotada. o buraco é bem mais embaixo";;;;"1130906619682938882";https://twitter.com/boladone/status/1130906619682938882
@outrasaude;2019-05-22 20:45;2;2;"OS PROCURADORES FUNDAMENTARAM a ação argumentando que, durante muito tempo, as empresas esconderam da população os efeitos nocivos do tabaco, omitindo e manipulando informações e adotando estratégias comerciais de má-fé.";;;;"1131300055309275141";https://twitter.com/outrasaude/status/1131300055309275141
@datamar;2019-05-22 20:44;0;2;"Exportações brasileiras de café para a Ásia aumentam 30% nos primeiros quatro meses de 2019 | #DatamarNews #Conab_Oficial #DataLiner #cecafebrazil @abicsoficial https://www.datamarnews.com/pt/noticias/exportacoes-cafe-asia-aumentam-30-2019/ … via @datamar";;@abicsoficial @datamar;#DatamarNews #Conab_Oficial #DataLiner #cecafebrazil;"1131299696071331840";https://twitter.com/datamar/status/1131299696071331840
@rodrigo5moreira;2019-05-22 12:16;0;2;"MGLU3";;;;"1131172001777897472";https://twitter.com/rodrigo5moreira/status/1131172001777897472
@capmtavares;2019-05-22 01:03;0;2;"Será q Buffet venderia IRBR3 só pq "já" deu 150% ? Eu prefiro rebalancear. Me sinto melhor reinvestindo os lucros de IRBR3, BIDI4, MGLU3 pra comprar ITSA4, CVCB3, ou entrar em novas posições. Mas valeu !";;;;"1131002528521490439";https://twitter.com/capmtavares/status/1131002528521490439
@matheusgooes;2019-05-22 22:45;0;2;"Sigo comprado em PUTS da PETR4 e BBAS3. Para proteger a posição comprada em outros papéis em caso de baixa na bolsa.";;;;"1131330241320898560";https://twitter.com/matheusgooes/status/1131330241320898560
@victorytrader88;2019-05-21 20:30;0;2;"Não estava vendido, mas nessa horas o melhor a dizer é que não estava comprado também, zerado só esperando! Fiz uns say-trades pra pagar a conta do short $IBOV, deu certo...";;;;"1130933906893676544";https://twitter.com/victorytrader88/status/1130933906893676544
@dcarteiro;2019-05-22 23:03;0;1;"POIS É, deve ter um gosto horrível alem de tudo. Galera adora uma industrialização né";;;;"1131334858142343168";https://twitter.com/dcarteiro/status/1131334858142343168
@dalbertolr;2019-05-22 15:20;0;1;"Pois é, infelizmente as pessoas estão morrendo pelo o que elas comem! A industrialização dos alimentos, a farinha de trigo é misturada, tudo tem agrotóxicos, frutas,legumes,vegetais em geral, carnes com anabolizantes enfim tudo pela ganância de muitos empresários! Triste";;;;"1131218275738767361";https://twitter.com/dalbertolr/status/1131218275738767361
@luiza22_3;2019-05-21 20:07;0;1;""Pinto da industrialização". -Rafael geografia";;;;"1130928095043706883";https://twitter.com/luiza22_3/status/1130928095043706883
@danielvfreitas;2019-05-22 03:00;0;1;"Esse já passou da hora de vazar. Sugestão: pq não deixa Dudu como embaixador Deus Vult na guerra pelo ocidente e coloca um diplomata craque para abrir mercado para as exportações brasileiras? Alguém do Guedes? Fica a dica @jairbolsonaro @onyxlorenzonihttps://twitter.com/UOLNoticias/status/1130955957712883714 …";;@jairbolsonaro @onyxlorenzonihttps;;"1131031959814246401";https://twitter.com/danielvfreitas/status/1131031959814246401
@quadros;2019-05-21 20:33;0;1;"Comendo parte das exportações brasileiras.";;;;"1130934570092769280";https://twitter.com/quadros/status/1130934570092769280
@sanex_ltda;2019-05-21 19:00;0;1;"19% das exportações de soja brasileira passam pelos Portos do Paraná http://sanex.com.br/site/19-das-exportacoes-de-soja-brasileira-passam-pelos-portos-do-parana/ … #portoparana #soja #agrobrazil #agronegocios @paranaportalpic.twitter.com/c9yRBabsJO";;@paranaportalpic;#portoparana #soja #agrobrazil #agronegocios;"1130911199346987015";https://twitter.com/sanex_ltda/status/1130911199346987015
@cafepoint;2019-05-21 18:20;0;1;"Segundo a Associação Brasileira da Indústria de Café Solúvel, as exportações brasileiras de café solúvel aumentaram 1,15% nos quatro meses de 2019. https://www.cafepoint.com.br/noticias/giro-de-noticias/exportacao-de-cafe-soluvel-alcanca-volume-de-11-milhao-de-sacas-de-60-quilos-214126/ …";;;;"1130901134430953474";https://twitter.com/cafepoint/status/1130901134430953474
@MPF_SP;2019-05-22 22:22;0;1;"O Ministério Público Federal firmou acordo com o Banco Central do Brasil para a realização de reformas e adaptações no edifício-sede do Bacen em São Paulo visando assegurar acessibilidade às pessoas com deficiência https://bit.ly/2WcjlTZ";;;;"1131324565093847041";https://twitter.com/MPF_SP/status/1131324565093847041
@JoseDemleitner;2019-05-21 16:21;0;1;"Entrei em MGLU3 um pouco antes do split, depois do split ela foi de 8x,xx pra 5x,xx quase 50%, vendi uns 7 meses depois quando chegou em 122 mas devia ter ficado mais heushues";;;;"1130871233459961856";https://twitter.com/JoseDemleitner/status/1130871233459961856
@AlessioUrban;2019-05-22 22:48;0;1;"$IBOV BOVESPA $BRLUSD The Turkish stock market is waving from the ship's porthole.. who’s next?pic.twitter.com/pAW9kbBqgI";;;;"1131331077560315904";https://twitter.com/AlessioUrban/status/1131331077560315904
@RafaMHTinvest;2019-05-22 20:03;0;1;"O mercado de ações demanda convicção; e isso é tão certo quanto o fato de que ele torna os não convictos em vítimas. $ibov $ibovespa";;;;"1131289456944664576";https://twitter.com/RafaMHTinvest/status/1131289456944664576
@homeseokj;2019-05-22 23:28;0;0;"tive que fazer uma pausa, pra comentar: tava estudando sobre a economia e industrialização do estados unidos, e a caracterização da indústria em belts. e um dos belts é o sun belt. e uma das características que ajudam o desenvolvimento de tecnologia nesse belt e no país é: pic.twitter.com/7q75MHWrmY";;;;"1131341029771284480";https://twitter.com/homeseokj/status/1131341029771284480
@balangaron;2019-05-21 23:18;0;0;"estou trabalhando pra mudar essa realidade, começando pequeno e regionalmente, com a construção de locais pra industrialização de matéria prima (leite, erva, carne) -> (queijo, erva beneficiada - embutidos), o intuito é auxiliar na industrialização da base da economia. e noissss";;;;"1130976258748231680";https://twitter.com/balangaron/status/1130976258748231680
@Menteirinho;2019-05-21 21:10;0;0;"O Partido Psiônico Brasileiro - PPsiB é a maior vanguarda da quarta revolução industrial no Brasil, o mesmo propõe a industrialização do Brasil e ao mesmo tempo uma terceira e quarta posição alternativa ao transhumanismo e ao bioconservadorismo. pic.twitter.com/OaZkm2IPPN";;;;"1130943978881323009";https://twitter.com/Menteirinho/status/1130943978881323009
@Fieg_Oficial;2019-05-21 18:25;0;0;"Um Estado e País fortes se fazem com uma indústria forte! Pesquisa da Adial Goiás revela o que os goianos pensam do desenvolvimento econômico, geração de empregos, industrialização e incentivos fiscais. Saiba mais no site do Sistema Fieg: http://bit.ly/2VVw3XG";;;;"1130902378159443968";https://twitter.com/Fieg_Oficial/status/1130902378159443968
@antonioppereira;2019-05-22 14:48;0;0;"(...) “bem como de planificação, orientação e execução de estratégias comerciais.” #comissaodacarteiraprofissionaldejornalista #ccpj #coerência #função #competência #dever #directores #direcções #sobrevivência… https://www.instagram.com/p/BxxMroolfsn/?igshid=z7ww9wnya1s1 …";;;#comissaodacarteiraprofissionaldejornalista #ccpj #coerência #função #competência #dever #directores #direcções #sobrevivência;"1131210156694528001";https://twitter.com/antonioppereira/status/1131210156694528001
@lgondim;2019-05-22 06:39;0;0;"Espero que @jairbolsonaro vete esta medida justamente para não desestimular e anular os benefícios da abertura do capital estrangeiro. Quem investe quer liberdade para definir suas estratégias comerciais. O consumidor agradeceria.";;@jairbolsonaro;;"1131087086126342144";https://twitter.com/lgondim/status/1131087086126342144
@castorphoto;2019-05-22 04:25;0;0;"A importância das estratégias comerciais e o Brasil exposto ao primarismo diplomático. https://www.youtube.com/attribution_link?a=h1tBf8nL96o&u=%2Fwatch%3Fv%3D9y9wsXEgFH8%26feature%3Dshare …";;;;"1131053466376388608";https://twitter.com/castorphoto/status/1131053466376388608
@redecastorphoto;2019-05-22 04:25;0;0;"Os desafios da política externa e o fundamentalismo bolsonariano A importância das estratégias comerciais e o Brasil exposto ao primarismo diplomático. https://youtu.be/9y9wsXEgFH8 via @YouTube";;@YouTube;;"1131053520235442178";https://twitter.com/redecastorphoto/status/1131053520235442178
@ABTTC;2019-05-22 14:16;0;0;"Exportações brasileiras de suco de laranja continuam em queda http://www.abttc.org.br/noticias-do-setor-integra.asp?id=12918 …";;;;"1131202241896112129";https://twitter.com/ABTTC/status/1131202241896112129
@SonyLost;2019-05-22 12:42;0;0;"Sou a favor sim de um governo mais orientado às ideias de Keynes, ao desenvolvimento da economia criativa, à entrada do Brasil de vez no Século XXI não só em questão industrial mas de variedade de economia, gostaria de alguém como Ciro ou Haddad como Presidente, mas...";;;;"1131178440982503425";https://twitter.com/SonyLost/status/1131178440982503425
@danilohd7;2019-05-22 14:23;0;0;"Estou no terminal rodoviário do plano piloto. Vou agora a pé até o caixa eletrônico dentro do Banco Central do Brasil.";;;;"1131203957773275136";https://twitter.com/danilohd7/status/1131203957773275136
@InvestingcomBR;2019-05-22 13:47;0;0;"Acompanhem o XXI Seminário de Metas para a Inflação do Banco Central do Brasil. https://www.youtube.com/watch?v=ku-_F7FtFk8 …";;;;"1131194839566082049";https://twitter.com/InvestingcomBR/status/1131194839566082049
@SecurePlatform;2019-05-22 11:17;0;0;"BANCO CENTRAL DO BRASIL MONETIZATION & DISCOUNTING by http://SecurePlatformFunding.com . Worlds #1 BG & SBLC Monetization Experts for over 11 Years! All Funding is NON Recourse & Paid Promptly. Specialists in Brazil Bank Monetization. Read More Here Now: https://www.secureplatformfunding.com/banco-central-do-brasil-monetization/ …pic.twitter.com/L5y2kZyege";;;#1;"1131157007812112384";https://twitter.com/SecurePlatform/status/1131157007812112384
@asiltonbaruque;2019-05-21 04:49;0;0;"Banco Central do Brasil tem autonomia (querem tirar soberania do Gov Federal) Se EUA c/economia forte/estável/juros baixo, tem problema; BC americano X Trump BC do Brasil é como uma criança q quer independência Trump critica autonomia do BC dos EUA https://istoe.com.br/trump-critica-autonomia-do-banco-central-dos-eua/ …https://twitter.com/Poder360/status/926205857116848133 …";;;;"1130697069168136193";https://twitter.com/asiltonbaruque/status/1130697069168136193
@asiltonbaruque;2019-05-21 04:47;0;0;"Deve se pensar em tirar soberania (hoje é uma aventura) do Governo Federal sobre o Banco Central do Brasil (autonomia já tem), quando demonstrarem preparação/experiência sobre a economia do País em geral (ajudando); Juros baixo, inflação sobre a meta, crescimento sustentável. https://twitter.com/SenadoFederal/status/1112777150430474245 …";;;;"1130696718784372742";https://twitter.com/asiltonbaruque/status/1130696718784372742
@daltonvieira;2019-05-22 20:36;0;0;"Análise - IBOV, WINM19, WDOM19, PETR4, VALE3, MRVE3, BBAS3, MGLU3, GGBR4, CCRO3 e WEGE3. Assista! https://www.youtube.com/watch?v=NglC7VSRc_U …";;;;"1131297786408984576";https://twitter.com/daltonvieira/status/1131297786408984576
@daltonvieira;2019-05-22 11:40;0;0;"Prepare-se para o pregão de hoje. Análise - IBOV, WINM19, WDOM19, PETR4, VALE3, MGLU3, B3SA3, MRVE3, ELET3, JBSS3 e BRFS3. Asissta! https://www.youtube.com/watch?v=AroYl6aD4Tc …";;;;"1131162827903909889";https://twitter.com/daltonvieira/status/1131162827903909889
@STOCKINVESTORR;2019-05-21 22:32;0;0;"Compre AMZN, não comprem MGLU3";;;;"1130964672923000832";https://twitter.com/STOCKINVESTORR/status/1130964672923000832
@LeiaFinanceNews;2019-05-21 21:16;0;0;"Análise do Ibovespa, Petr4, Vale3, Mglu3, B3sa3, Elet3 e de outros papéis - Finance News https://financenews.com.br/2019/05/analise-do-ibovespa-petr4-vale3-mglu3-b3sa3-elet3-e-de-outros-papeis/ …";;;;"1130945433335943168";https://twitter.com/LeiaFinanceNews/status/1130945433335943168
@ADVFNBrasil;2019-05-21 21:04;0;0;"Análise – IBOV, WINM19, WDOM19, PETR4, VALE3, MGLU3, B3SA3 e ELET3 https://br.advfn.com/jornal/2019/05/analise-ibov-winm19-wdom19-petr4-vale3-mglu3-b3sa3-e-elet3/ …";;;;"1130942342729490434";https://twitter.com/ADVFNBrasil/status/1130942342729490434
