username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
@MarcioPochmann;2019-03-28 11:37;247;650;"Desordem nas finanças públicas não decorrem da previdência social ou gasto público não financeiro em demasia, mas devido a ausência de crescimento econômico. Mantida a expansão média anual desde 2015 em 2% ao ano, o país registraria superávit fiscal, sem alarmes na previdência.";;;;"1111230704384425984";https://twitter.com/MarcioPochmann/status/1111230704384425984
@VicenteSantini;2019-03-28 19:04;63;527;"Mais uma prova da confiança dos investidores na economia brasileira.Representando a @casacivilbr,presenciei mais um resultado positivo das concessões feitas pelo governo de @jairbolsonaro.O trecho da ferrovia norte-Sul foi leiloado hoje e receberá investimentos de R$2,7 bilhões.pic.twitter.com/Pf9TAvwUvL";;@casacivilbr @jairbolsonaro;;"1111343316422090752";https://twitter.com/VicenteSantini/status/1111343316422090752
@RomeuZema;2019-03-28 13:57;27;419;"São oportunidades de investimentos em rodovias, equipamentos de saúde, prédios públicos e parques, que vão diminuir despesas, melhorar a qualidade dos serviços para o cidadão e ajudar na retomada do crescimento econômico do nosso Estado. Passo a passo tiraremos Minas do vermelho.";;;;"1111266054817366017";https://twitter.com/RomeuZema/status/1111266054817366017
@goescarlos;2019-03-28 01:29;46;380;"Em dois anos, o Plano Real tirou cerca de 9 milhões de pessoas da miséria. Na década seguinte, uma combinação de crescimento econômico, mudanças demográficas favoráveis e políticas sociais direcionadas aos mais pobres retiraria mais 20 milhões de pessoas da miséria. pic.twitter.com/O1ucB2dAp8";;;;"1111077899107328000";https://twitter.com/goescarlos/status/1111077899107328000
@goescarlos;2019-03-28 01:29;24;276;"Em 64, os militares criaram o Banco Central (BACEN). Até então, era o Banco do Brasil (BB) – que atuava comercialmente – quem agia como emprestador de última instância. Para acomodar interesses políticos, os bancos estaduais, controlados pelos gov, continuaram sob a tutela do BB.";;;;"1111077889070399488";https://twitter.com/goescarlos/status/1111077889070399488
@brunoxnery;2019-03-27 20:48;46;134;"Volta Redonda é uma cidade de um peso histórico nacional gigante, além de ser um marco modernista, é o ponto zero para a industrialização em massa do país, a CSN e seus negócios atraiu chefes de estados e presidentes de diversas partes para a cidade. SEGUE A THREAD pic.twitter.com/A0tO3GMIYw";;;;"1111007157963669504";https://twitter.com/brunoxnery/status/1111007157963669504
@lcmbarros;2019-03-27 19:45;8;107;"muito boa a apresentação do ministro Paulo Guedes na CCJ embora saibamos que o SENADO não é a bagunça que é a câmara dos deputados de hoje; De qualquer maneira mostra uma área do governo que tem a solidez necessária para tocar a economia brasileira.";;;;"1110991310704517126";https://twitter.com/lcmbarros/status/1110991310704517126
@pauloferreira1;2019-03-27 21:31;18;98;"Vai por aí um debate sobre o recorde da carga fiscal, atribuindo-o ao crescimento económico. Está na hora de distinguir receita fiscal de carga fiscal. Se PIB nominal(A) subir 3% e receita fiscal(B) subir 3%, a carga fiscal mantém-se. Se esta subiu, então é porque var B > var A.";;;;"1111017858337857536";https://twitter.com/pauloferreira1/status/1111017858337857536
@AFS_Andrada;2019-03-27 17:14;6;65;"3 -Que o governo não tem qualquer proposta de retomada da atividade econômica no curto prazo, apostando todas as fichas em um novo texto de reforma da previdência 4 - Que a economia brasileira vai seguir com o freio de mão puxado por mais um ou dois anos (no melhor cenário).";;;;"1110953306065694722";https://twitter.com/AFS_Andrada/status/1110953306065694722
@hbredda;2019-03-27 18:49;2;36;"Pra quem tiver curiosidade, a função RRG <GO> da Bloomberg é análogo. RRG é o Relative Rotation Graph. No caso da PETR4, temos a mesma curva para os últimos 20 trimestres. Os quadrantes são Improving, Leading, Weakening e Lagging. pic.twitter.com/xruNJWif1w";;;;"1110977228433747971";https://twitter.com/hbredda/status/1110977228433747971
@sergiosanita;2019-03-27 19:34;4;31;"Ué, não era o mercado externo o responsável pela queda no $IBOV?? Fiquei bem confuso agora... pic.twitter.com/8gd0NG43G7";;;;"1110988399983411208";https://twitter.com/sergiosanita/status/1110988399983411208
@tradersclubbr;2019-03-28 17:58;6;29;"$IBOV: Após almoço com Guedes, Maia adota discurso pacificador e anima mercados (Estado) https://economia.estadao.com.br/noticias/geral,apos-almoco-com-guedes-maia-adota-discurso-pacificador-e-anima-mercados,70002771359 …";;;;"1111326651156185088";https://twitter.com/tradersclubbr/status/1111326651156185088
@AnaliseEnergia;2019-03-27 19:32;5;27;"Guedes ameaça largar o barco se reforma não andar, Moro ameaça retirar 'pacote-anticrime'... Bovespa vai recuando 3% e estatais sangram bem mais-- Eletrobras ON perde 7,5%, Cemig recua 6,5%, Copel cai 5%... $PBR $EBR $CIG $EPL #PETR4 #ELET6 #CMIG4 #CPLE6";;;#PETR4 #ELET6 #CMIG4 #CPLE6;"1110987982679564289";https://twitter.com/AnaliseEnergia/status/1110987982679564289
@tradersclubbr;2019-03-28 17:19;3;27;"B3: INVESTIDOR ESTRANGEIRO INGRESSA R$171MI DA B3 NO DIA 26 DE MARÇO; SALDO NO ANO + R$2,59 BILHÕES | #mercados | $IBOV |";;;#mercados;"1111316776099434497";https://twitter.com/tradersclubbr/status/1111316776099434497
@acacio1871;2019-03-27 23:57;3;26;"Vamos lá, a nota desfila umas pitadas do "Democracia e Totalitarismo", do Aron. Livro derivado de seus seminários sobre modernização e industrialização. O saladão que termina com o imperativo categórico democracia liberal. A aproximação entre comunismo e nazismo tá aqui: pic.twitter.com/Dqi3xZHOeE";;;;"1111054747815968768";https://twitter.com/acacio1871/status/1111054747815968768
@silviolual;2019-03-27 03:09;5;25;"Texto importante de @gustavocastanon sobre a devastação que nos espera caso não mudemos os rumos da economia brasileira. https://portaldisparada.com.br/politica-e-poder/terapia-de-choque-bolsonaro/amp/ …";;@gustavocastanon;;"1110740639606628353";https://twitter.com/silviolual/status/1110740639606628353
@lauraabcarvalho;2019-03-28 18:18;0;24;"Aí acho que reflete o meu pessimismo com o futuro da economia brasileira e a falta de agenda do governo nesse âmbito.";;;;"1111331690037813250";https://twitter.com/lauraabcarvalho/status/1111331690037813250
@CapivaraTrader;2019-03-28 20:07;0;24;"petr4 fechou na máxima! +2,63% R$28,06";;;;"1111359179472756739";https://twitter.com/CapivaraTrader/status/1111359179472756739
@SandrooSandro;2019-03-28 21:15;6;20;"Dolar a R$4,00 MEC sem rumo Ministro da educação sem projetos pra educação Familia bolsonaro ligado a milicia Ministro da economia incapaz Redução da expectativa de crescimento econômico Golden shower Feminicídio com crescimento absurdo do mes de janeiro pra ca Bolsominions: https://twitter.com/TourinhoCaio/status/1110947376565506048 …";;;;"1111376189531185159";https://twitter.com/SandrooSandro/status/1111376189531185159
@gazetadopovo;2019-03-27 11:21;5;17;"Receba os comentários de @alexandregarcia no seu celular: http://bit.ly/2TQyb24 Você sabe qual é o efeito da fofoca em Brasília na Bolsa de Valores, na economia brasileira, nos investimentos e nos empregos? Alexandre Garcia conta para você! http://bit.ly/2Wr5Wnc";;@alexandregarcia;;"1110864289793896453";https://twitter.com/gazetadopovo/status/1110864289793896453
@Minas_Energia;2019-03-27 21:04;2;16;"A mineração é responsável por 4% do nosso PIB e por 21% das exportações brasileiras. É um setor vital para o nosso crescimento. Muito importante. Temos o 3º maior valor de produção mineral do mundo.” pic.twitter.com/tD64CCy8vV";;;;"1111011122470182912";https://twitter.com/Minas_Energia/status/1111011122470182912
@virgilioalmeida;2019-03-27 11:30;3;15;"Saiu hoje no VALOR ECONOMICO nosso novo artigo sobre as possibilidades que as tecnologias de inteligência artificial podem oferecer a economia brasileira. Mas isso requer ações e iniciativas concretas por parte do governo e setor privado. https://www.valor.com.br/opiniao/6183405/uma-grande-aposta-na-inteligencia-artificial …";;;;"1110866761266663424";https://twitter.com/virgilioalmeida/status/1110866761266663424
@RogerioBorges;2019-03-28 12:43;1;14;""A má notícia para o governo, que continua concentrando seus esforços em contemplar a ala mais fanática de sua base, é que para boa parte dos seus eleitores só mesmo o crescimento econômico, a geração de empregos e a melhora na provisão de serviços públicos" interessam. Pois é.";;;;"1111247393687785473";https://twitter.com/RogerioBorges/status/1111247393687785473
@SorayaLestrange;2019-03-27 20:32;1;12;"Katia Abreu: senhor presidente... é... senhor ministro... ia dizer presidente do banco central, não é presidente do Brasil não se preocupe Olha essa shade pic.twitter.com/az2yLvmJ8H";;;;"1111003108946165760";https://twitter.com/SorayaLestrange/status/1111003108946165760
@criancaeconsumo;2019-03-27 14:49;6;11;"Como as famílias brasileiras lidam com as estratégias comerciais durante o período da Páscoa!? Responda a esse breve questionário e nos ajude na busca para minimizar os malefícios da comunicação mercadológica dirigida às crianças. http://www.criancaeconsumo.org.br/noticias/pascoaparaque/ …";;;;"1110916744045056000";https://twitter.com/criancaeconsumo/status/1110916744045056000
@leiamoneytimes;2019-03-28 19:57;2;9;"#PETR4 #BBAS3 #ELET3 Estatais nunca valeram tanto na Bolsahttps://moneytimes.com.br/estatais-nunca-valeram-tanto-na-bolsa/ …";;;#PETR4 #BBAS3 #ELET3;"1111356608993550337";https://twitter.com/leiamoneytimes/status/1111356608993550337
@MenezesZero;2019-03-28 23:44;4;8;"A ECONOMIA SÓ VAI CRESCER FORTE DEPOIS DA APROVAÇÃO DAS REFORMAS Os leilões dos aeroportos e das ferrovias mostraram que os empresários estão dispostos a investir na economia brasileira. Estão esperando apenas a aprovação das reformas propostas pelo governo.";;;;"1111413840158167040";https://twitter.com/MenezesZero/status/1111413840158167040
@BlogOlhoNaMira;2019-03-28 11:35;2;7;"Exemplo é histórico: a grande reforma chama-se infraestrutura. Ela é a base do crescimento econômico.";;;;"1111230401249529856";https://twitter.com/BlogOlhoNaMira/status/1111230401249529856
@fpabramo;2019-03-28 14:11;3;7;"A narrativa de que a reforma da Previdência salva a economia brasileira é a mesma que foi usada para aprovarem a Reforma Trabalhista e a Emenda Constitucional 95 – a PEC do Teto. Não funcionou nas 2 outras vezes; não vai funcionar agora. Entenda o porquê. http://bit.ly/2JIbxnI pic.twitter.com/R2RVZu7mmm";;;;"1111269637029875712";https://twitter.com/fpabramo/status/1111269637029875712
@AnaliseEnergia;2019-03-28 13:26;0;7;"De novo, tuíte de Trump ajuda a derrubar preços do petróleo... fica a dica aí pros caminhoneiros... $PBR #PETR4 #BRDT3pic.twitter.com/kIke0j5eqI";;;#PETR4 #BRDT3pic;"1111258216296603655";https://twitter.com/AnaliseEnergia/status/1111258216296603655
@ObsoL;2019-03-27 22:23;7;6;"Depois de um exílio forçado em 2013, a relevância da estabilidade política pro crescimento econômico ensaia um retorno ao discurso dos analistas econômicos do Brasil. Parece que ela deixou de ser inconveniente; se tornou novamente necessária. Mas sem efeitos retroativos, claro.";;;;"1111030950572507149";https://twitter.com/ObsoL/status/1111030950572507149
@DialogoChinoEN;2019-03-28 15:57;1;5;"“A pecuária é o grande vetor do desmatamento no Brasil”. As exportações de carne brasileira estão crescendo, assim como as preocupações sobre seu impacto na Amazônia, escreve @thaislazzeri https://bit.ly/2HT2y0y pic.twitter.com/J5PR8Z6M5U";;@thaislazzeri;;"1111296140291526656";https://twitter.com/DialogoChinoEN/status/1111296140291526656
@ufmgeducativa;2019-03-26 20:40;2;5;"Perda do status diferenciado do Brasil na OMC pode prejudicar exportações brasileiras. Especialistas em economia internacional criticam a medida. https://ufmg.br/comunicacao/noticias/perda-do-status-diferenciado-do-brasil-na-omc-pode-prejudicar-exportacoes-brasileiras …";;;;"1110642579152863234";https://twitter.com/ufmgeducativa/status/1110642579152863234
@TomeiAbuso;2019-03-27 18:51;1;5;"Reportagem da agência de economia explica que os problemas do governo reduzem o otimismo internacional com a economia brasileira - https://uol.page.link/BNJmk";;;;"1110977592591564801";https://twitter.com/TomeiAbuso/status/1110977592591564801
@74ronins;2019-03-28 13:47;2;4;"Te contaram que nas décadas de 50,60 e início dos anos 70, a população rural era maior que a urbana. Te ensinaram que a industrialização, contribuiu para o crescimento das cidades e, com o Êxodo Rural, o Brasil teve mais demandas e precisou investir mais em segurança pública? pic.twitter.com/z0QXYc4g4X";;;;"1111263504839962625";https://twitter.com/74ronins/status/1111263504839962625
@PFnoRN;2019-03-28 11:11;0;4;"A investigação apura irregularidades de empresa de factoring que, ao invés de realizar atividade de fomento mercantil, promove a captação de recursos de terceiros e concede empréstimos, atividade típica de instituição financeira, sem autorização do Banco Central do Brasil.";;;;"1111224285396389890";https://twitter.com/PFnoRN/status/1111224285396389890
@lorenzof5;2019-03-27 21:04;0;4;"Momentos de tensão e horror... teste de nervos ... mas, ainda acredito na subida ... calls PETR4 e BOVA11 !!!! e que troquem a senha do Twitter de alguns , aí a vitória será certa !!!";;;;"1111011055684210689";https://twitter.com/lorenzof5/status/1111011055684210689
@assisbarros;2019-03-28 03:05;2;3;"Hj assisti a palestra:A quarta revolução industrial e a transformação digital.O ministro da educação exigindo q os alunos cantem o hino e o presidente da República querendo comemorar uma Ditadura.Enquanto isso,o mundo já caminha sob a economia do conhecimento.Vamos acordar Brasil";;;;"1111101926043803649";https://twitter.com/assisbarros/status/1111101926043803649
@Margot_C1956;2019-03-26 11:40;1;3;"20 É fundamental, contudo, à luz da história, reconhecer o que de positivo deixou-nos o ciclo militar. O Brasil instaurou de forma definitiva uma economia industrial; houve efetiva modernização no setor da produção ligado à petroquímica e à indústria de álcalis;";;;;"1110506812892164097";https://twitter.com/Margot_C1956/status/1110506812892164097
@Criptomaniacos_;2019-03-27 18:37;0;3;"Olá, criptomaníacos! O novo presidente do Banco Central do Brasil, Roberto Campos Neto, disse, nesta quarta-feira (27), que acredita que a tecnologia blockchain vai “inovar o mundo financeiro”. https://br.cointelegraph.com/news/brazils-central-bank-president-says-blockchain-will-innovate-financial-world …";;;;"1110974110576848897";https://twitter.com/Criptomaniacos_/status/1110974110576848897
@AnaliseEnergia;2019-03-28 12:48;2;3;"Petrobras contrata linha de crédito compromissada de US$3,25 bi https://br.reuters.com/article/businessNews/idBRKCN1R91DV-OBRBS … $PBR #PETR4";;;#PETR4;"1111248634308366338";https://twitter.com/AnaliseEnergia/status/1111248634308366338
@JhonAlessonOS;2019-03-27 23:11;1;3;"Cobra o Nhonho.. Exato o único culpado por essa bagunça todo no congresso. Pq o sogro foi preso";;;;"1111043173709725705";https://twitter.com/JhonAlessonOS/status/1111043173709725705
@edpaiva;2019-03-28 12:34;0;2;"Quem sustenta a previdencia é o crescimento economico, sem crescimento economico qualquer sistema vai espalhar a miséria. Previdencia sozinha não gera riqueza. É uma farsa vender reforma previdenciaria como solução para economia.";;;;"1111245170681487361";https://twitter.com/edpaiva/status/1111245170681487361
@investidorIn;2019-03-28 17:11;0;2;"Depois dos tweets sobre finanças pessoais, hoje vamos para uma rodada de análise de ações. Ontem postei sobre a QUAL3, agora a pouco sobre a AGRO3. Também refiz o post da MGLU3, nossa querida Magalu... Confiram! https://pst.cr/GVY5y pic.twitter.com/EQetle2L61";;;;"1111314961085751296";https://twitter.com/investidorIn/status/1111314961085751296
@BBGMarket;2019-03-26 23:53;0;2;"$IBOV pic.twitter.com/CjZ7EQs2Qm";;;;"1110691153026998272";https://twitter.com/BBGMarket/status/1110691153026998272
@NewsToca;2019-03-28 21:07;2;1;"Governador Carlesse pretende aliar Ferrovia Norte-Sul com industrialização do Tocantins http://dlvr.it/R1lNV9 pic.twitter.com/JSqtkf6MlL";;;;"1111374162654842880";https://twitter.com/NewsToca/status/1111374162654842880
@pedrocandello;2019-03-28 04:42;0;1;"Sendo o urbanismo uma consequência direta da industrialização acelerada da época de Marx.";;;;"1111126490865901568";https://twitter.com/pedrocandello/status/1111126490865901568
@cahzalmeida;2019-03-28 03:00;0;1;"Nossa, acontece o mesmo comigo! industrializados ou derivados nao me fazem passar tão mal. Deve ser algum outro componente do leite, que ameniza com industrialização que nos faz mal, algo do tipo";;;;"1111100656444686338";https://twitter.com/cahzalmeida/status/1111100656444686338
@Cesarsmoura;2019-03-28 01:26;0;1;"Encontro da equipe do Governador @ronaldocaiado e do Secretário @wildermorais com a Superintendência do Banco do Brasil, discutindo a parceria e aumentando a liberação de crédito para fomentar a industrialização do Estado de Goiás. @sic_gopic.twitter.com/gCnHUPcBQm";;@ronaldocaiado @wildermorais @sic_gopic;;"1111077024607686656";https://twitter.com/Cesarsmoura/status/1111077024607686656
@samiraams;2019-03-28 01:24;0;1;"Tem 3 dias que to estudando geografia mas me pergunta qualquer coisa de industrialização proc ver se eu num sei";;;;"1111076575057973248";https://twitter.com/samiraams/status/1111076575057973248
@azulvibe;2019-03-27 20:25;0;1;"Tô levando Vai fazendo uma redação sobre a industrialização dos laticínios";;;;"1111001216304271361";https://twitter.com/azulvibe/status/1111001216304271361
@bittjn;2019-03-27 12:39;0;1;"Q a redentora mudou o país, é fato. A previdência social q temos hoje começou num processo de modernização conservadora; a industrialização tmb. Para as classes burguesas foi qse tudo ótimo - alguns são até capazes de relacionar os tais 100 por cento. O prob. está no "a q custo".";;;;"1110884065216004096";https://twitter.com/bittjn/status/1110884065216004096
@RonnyLacerda;2019-03-27 11:13;0;1;"As exportações brasileiras agradecem !!";;;;"1110862511295942657";https://twitter.com/RonnyLacerda/status/1110862511295942657
@WeBTCoficial;2019-03-28 14:02;0;1;"Roberto Campos Neto, nova figura à frente do Banco Central do Brasil, tem falado bastante em blockchain - chegando a falar em ativos digitais em outra ocasião.... https://webitcoin.com.br/blockchain-vai-inovar-o-mundo-financeiro-afirma-o-presidente-do-banco-central-mar-28/ …";;;;"1111267293961601024";https://twitter.com/WeBTCoficial/status/1111267293961601024
@interFORENSICS;2019-03-28 13:37;0;1;"O Dr. Gustavo Loyola é presença confirmada para a InterFORENSICS 2019. Ele é Doutor em Economia e exerceu a presidência do Banco Central do Brasil duas vezes. Acesse o site para fazer a sua inscrição. https://goo.gl/gNf3V3 #InterFORENSICSpic.twitter.com/g43VWNs2AJ";;;#InterFORENSICSpic;"1111260914882408448";https://twitter.com/interFORENSICS/status/1111260914882408448
@investidorIn;2019-03-28 20:38;0;1;"MGLU3, nossa querida Magalu... Já conferiu minha análise? https://pst.cr/GVY5y pic.twitter.com/zqK8YYzqmy";;;;"1111366889299722241";https://twitter.com/investidorIn/status/1111366889299722241
@SSQNS1;2019-03-27 10:29;0;1;"Como ficou o RSI de mglu3 nos últimos anos?";;;;"1110851330443304960";https://twitter.com/SSQNS1/status/1110851330443304960
@br_tradingview;2019-03-28 01:10;1;1;"#PETR4 - PETR4 cai forte e fecha gap ! Olha o pivô de baixa ! - TradingView - https://br.tradingview.com/chart/PETR4/xpwfgiiq/ …";;;#PETR4;"1111072927410089984";https://twitter.com/br_tradingview/status/1111072927410089984
@erfranio;2019-03-28 12:12;0;1;"#Partiu IBOV $IBOV rumo aos 80K..";;;#Partiu;"1111239585441501185";https://twitter.com/erfranio/status/1111239585441501185
@FranciscoCanali;2019-03-27 17:50;0;1;"Hoy arranco a la baja $Ibov y por ahora lleva un -1,96% respecto al día de ayer, ves algún posible rebote? Un cordial saludo.";;;;"1110962248351141888";https://twitter.com/FranciscoCanali/status/1110962248351141888
@farolincubadora;2019-03-27 17:52;0;0;"Empresa Incubada da Farol é estudo de caso Atualmente, os empresários buscam se atualizar quanto às mudanças no mercado de trabalho. Portanto, procuram novas estratégias comerciais para… https://www.instagram.com/p/BvhOYm8hSIY/?utm_source=ig_twitter_share&igshid=yly9wy5qntaw …";;;;"1110962718989799424";https://twitter.com/farolincubadora/status/1110962718989799424
@felipenogs;2019-03-27 15:54;0;0;"Você quer entender e ou aprender sobre estratégias em relações comerciais? Você deveria conhecer Anitta. CACETA!";;;;"1110933081219846145";https://twitter.com/felipenogs/status/1110933081219846145
@edpaiva;2019-03-28 12:47;0;0;"O que sustenta a previdencia é o crescimento economico e não o contrario. Previdencia não cria emprego e nem riqueza. Sem crescimento economico e com mercado carterizado como o br, qualquer sistema previdenciario vai espalhar a miséria. Burro x 2.";;;;"1111248398617849863";https://twitter.com/edpaiva/status/1111248398617849863
@Maggcam;2019-03-28 04:27;0;0;"Seu governo ñ é liberal, é autoritário, o mercado ñ confia seu governo, pois o senhor tem a capacidade de detonar mercado/economia, principalment exportações brasileiras, ninguém precisa detonar, o senhor e seus filhos são seus próprios adversários, dão tiros nos próprios pés https://twitter.com/jairbolsonaro/status/1110475632486596610 …";;;;"1111122494348582912";https://twitter.com/Maggcam/status/1111122494348582912
@BlogTecAgroMS;2019-03-28 01:50;0;0;"Média diária de exportações brasileiras de milho em março é 50,4% maior do que ano passado http://tecnicodeagronegocio.blogspot.com/2019/03/media-diaria-de-exportacoes-brasileiras.html …";;;;"1111083016091324416";https://twitter.com/BlogTecAgroMS/status/1111083016091324416
@PauloThermas;2019-03-28 01:48;0;0;"Já morreu e foi bem maléfico para o Brasil, sobre taxou as exportações de calçados do Brasil. Quebrou muitas fábricas brasileira. https://twitter.com/Christi59322080/status/1110959076371021824 …";;;;"1111082549693026308";https://twitter.com/PauloThermas/status/1111082549693026308
@73Alessandra;2019-03-27 11:30;0;0;"Mas mesmo assim, as multinacionais americanas instaladas no Brasil são responsáveis por uma imensa fatia das exportações brasileiras, e do nosso PIB. Sem os investimentos americanos o Brasil, com sua extensão continental, seria uma África.";;;;"1110866664462209024";https://twitter.com/73Alessandra/status/1110866664462209024
@oPHE_i;2019-03-26 14:03;0;0;"Na ocasião, os americanos suspenderam as compras do produto brasileiro após detectarem abscessos (acúmulo de pus) em lotes de carne provenientes do Brasil. A notícia sinaliza um passo importante devido à potencial reabertura do mercado americano para as exportações brasileiras. https://twitter.com/brpolitico/status/1110539513271648257 …";;;;"1110542751194595328";https://twitter.com/oPHE_i/status/1110542751194595328
@jaovitono_brega;2019-03-26 12:39;0;0;"E novamente, a queda nas exportações é em nível global (China desacelera e muita gente vem junto, por exemplo). E dois blocos regionais com uma grade participação na balança comercial brasileira exemplificam a queda nas exportações, no caso a Europa e da América do Sul. pic.twitter.com/zttl1JZuIy";;;;"1110521688515579905";https://twitter.com/jaovitono_brega/status/1110521688515579905
@ninasxmone;2019-03-28 00:15;0;0;"Vale ressaltar que o SENAI foi criado por uma lei de nosso ex-presidente Getúlio Vargas em 1942, época que o Brasil tinha uma indústria em desenvolvimento e a criação dela, foi fundamental para que nossa economia, com os lucros advindos do trabalho industrial, deslanchasse.";;;;"1111059147993346048";https://twitter.com/ninasxmone/status/1111059147993346048
@Junehileebrasil;2019-03-27 22:03;0;0;"Numa economia capitalista, a mao de obra é fator preponderante para funcionar. Sem empregados a economia não gira, as fabricas nao produzem, os serviços não são realizados. Principalmente no Brasil, pais que nao ha investimento em tecnologia e na modernização do parque industrial";;;;"1111025948244221954";https://twitter.com/Junehileebrasil/status/1111025948244221954
@Tchau_crise;2019-03-28 20:04;0;0;"Bacen diz que blockchain e novas tecnologias podem baratear empréstimos https://ift.tt/2UfAOtA Roberto Campos Neto, o novo presidente do Banco Central do Brasil (Bacen), afirmou no dia 27 de março, durante o lançamento da edição de 2019 do edital do Laboratório de Inovações Fi… pic.twitter.com/dXdOO7nE1g";;;;"1111358455716171777";https://twitter.com/Tchau_crise/status/1111358455716171777
@gbandeirav;2019-03-28 03:01;0;0;"@jairbolsonaro Presidente, o Banco Central não pode nem deve ser independente sendo manipulado pelos especuladores do sistema financeiro. O Banco central deve ser do BRASIL. Acorda.";;@jairbolsonaro;;"1111100907670982658";https://twitter.com/gbandeirav/status/1111100907670982658
@QUEAGITO;2019-03-27 21:38;0;0;"Acabei de ver Economista do Plano Real defende criação de criptomoeda para o Banco Central do Brasil - Clique para ver também ☛ https://www.queagito.com/economista-do-plano-real-defende-criacao-de-criptomoeda-para-o-banco-central-do-brasil/ … via @QUEAGITO";;@QUEAGITO;;"1111019772840431617";https://twitter.com/QUEAGITO/status/1111019772840431617
@correiocrypto;2019-03-27 18:04;0;0;"Presidente do Banco Central do Brasil diz que blockchain vai ‘inovar o mundo financeiro’ - https://www.correiocrypto.com/blockchain/presidente-do-banco-central-do-brasil-diz-que-blockchain-vai-inovar-o-mundo-financeiro/Presidente … do Banco Central do Brasil diz que blockchain vai ‘inovar o mundo financeiro’";;;;"1110965871793467392";https://twitter.com/correiocrypto/status/1110965871793467392
@Disclaimeer;2019-03-28 14:44;0;0;"O rato roeu boa parte do meu lucro no tesouro, tava parecendo uma ação da MGLU3";;;;"1111277988337909762";https://twitter.com/Disclaimeer/status/1111277988337909762
@9vaes;2019-03-27 23:01;0;0;"Suave na nave. Vendido em mglu3. Acreditando nos 100.00";;;;"1111040606250455040";https://twitter.com/9vaes/status/1111040606250455040
@Wesly3dd;2019-03-27 22:06;0;0;"Só falta Paulo Guedes desertar. Vou manter os fundamentos, mas a médio prazo algumas empresas vão ter seus resultados afetados diante desse cenário. Outra coisa: Quem é que aderiu aquela operação estruturada da MGLU3 que uma corretora estava a oferecer?";;;;"1111026656985137153";https://twitter.com/Wesly3dd/status/1111026656985137153
@i58imoveis;2019-03-27 16:46;0;0;"$MGLU3 - MAGAZ LUIZA (MGLU-NM) - Edital de Convocacao de AGO - 12/04/19 (N) http://br.advfn.com/noticias/BOV/2019/artigo/79564022?adw=1126416 …";;;;"1110946122439241728";https://twitter.com/i58imoveis/status/1110946122439241728
@mirabulls;2019-03-27 13:34;0;0;"BIDI4 é uma MGLU3 que eu comprei, porque pelo menos 1 vez eu vou fazer dinheiro rápido bolsa! Desculpa @BruceBarbosa88 @hbredda";;@BruceBarbosa88 @hbredda;;"1110897793302962176";https://twitter.com/mirabulls/status/1110897793302962176
@alvesfg_;2019-03-26 20:32;0;0;"a tão falada BIDI4, só não é mais famosa nas lamentações de ficar de fora do que MGLU3";;;;"1110640740118474752";https://twitter.com/alvesfg_/status/1110640740118474752
@ricardozanca;2019-03-26 15:22;0;0;"Investir é só para quem tem muito dinheiro? Hoje o #QuantoVoceTeria traz uma simulação investindo R$10.000 na ações do @magazineluiza (ticker MGLU3) em 2016. Hoje você teria mais de 400… https://www.instagram.com/p/BvefVkSl7ZZ/?utm_source=ig_twitter_share&igshid=17s8w1xhjs2d7 …";;@magazineluiza;#QuantoVoceTeria;"1110562768258764800";https://twitter.com/ricardozanca/status/1110562768258764800
@cafecomferri;2019-03-27 23:09;0;0;"Ser burro?";;;;"1111042483176251392";https://twitter.com/cafecomferri/status/1111042483176251392
@esbolsa;2019-03-28 21:46;0;0;"La #bolsa de #SaoPaulo sube un 2.70% y su índice #Ibovespa, cerró en los 94,388.94 puntos #Brasil #Ibov $IBOV";;;#bolsa #SaoPaulo #Ibovespa #Brasil #Ibov;"1111384201431908353";https://twitter.com/esbolsa/status/1111384201431908353
@pardoTRADER;2019-03-28 21:15;0;0;"Veja como foi o fechamento do #IBOV $IBOV hoje pic.twitter.com/FOXPzi3Fxb";;;#IBOV;"1111376296884371456";https://twitter.com/pardoTRADER/status/1111376296884371456
@pardoTRADER;2019-03-28 21:15;0;0;"#EWZ $EWZ #IBOV $IBOV dolarizado pic.twitter.com/gF6jbb3api";;;#EWZ #IBOV;"1111376263623524353";https://twitter.com/pardoTRADER/status/1111376263623524353
@DaviPeixoto;2019-03-27 18:47;0;0;"$IBOV preparando pra se jogar pic.twitter.com/KSO9KkzrCL";;;;"1110976693026652160";https://twitter.com/DaviPeixoto/status/1110976693026652160------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
@erikakokay;2019-03-22 17:48;511;1549;"Quem vem aqui apoiar a reforma da previdência de Bolsonaro é cínico ou não leu 1 linha sequer do conteúdo da proposta que penaliza os mais pobres, não ataca privilégios e jamais será estratégia para a retomada do crescimento econômico. #LutePelaSuaAposentadoria";;;#LutePelaSuaAposentadoria;"1109149901403893761";https://twitter.com/erikakokay/status/1109149901403893761
@ysanikalapalo;2019-03-23 12:39;201;1058;"Se é para o bem da Nação brasileira, principalmente para o bem da nossa economia. #EuApoioNovaPrevidencia";;;#EuApoioNovaPrevidencia;"1109434562340376576";https://twitter.com/ysanikalapalo/status/1109434562340376576
